data_name,size,algorithm,execution_time,memory_usage,comparisons,swaps,recursion_depth,correctness,error
identical_elements,20000,QuickSortLomuto_median_of_random_three,69.3101783999955,3.3515625,199990000,200029998,19998,True,
identical_elements,20000,QuickSortHoare_median_of_random_three,0.1546130999995512,0.0,318430,159215,14,True,
identical_elements,20000,QuickSortDualPivot,16.361649899998156,1.7265625,100000000,20000,9999,True,
identical_elements,20000,QuickSortThreeWay,0.0033957000050577335,0.0,19999,1,0,True,
sorted_data,20000,QuickSortLomuto_last,67.93896109999332,3.94140625,199990000,200029998,19998,True,
sorted_data,20000,QuickSortHoare_last,21.951318899999023,3.33984375,200049997,39998,19998,True,
sorted_data,20000,QuickSortLomuto_random,0.1160634999978356,0.0,362682,198556,31,True,
sorted_data,20000,QuickSortHoare_random,0.09153849999711383,0.0,424541,34255,38,True,
sorted_data,20000,QuickSortLomuto_median_of_three,0.08612700000230689,0.0,247248,142837,13,True,
sorted_data,20000,QuickSortHoare_median_of_three,0.08593449999898439,0.0,323293,33331,15,True,
sorted_data,20000,QuickSortLomuto_median_of_random_three,0.18645800000376767,0.0,288650,159341,24,True,
sorted_data,20000,QuickSortHoare_median_of_random_three,0.21875580000050832,0.0,372464,32595,25,True,
sorted_data,20000,QuickSortDualPivot,17.62452199999825,1.71875,100000000,20000,9999,True,
sorted_data,20000,QuickSortThreeWay,0.24118950000411132,0.0,283543,294997,23,True,
random_data,20000,QuickSortLomuto_last,0.09822089999943273,0.0,332606,172260,30,True,
random_data,20000,QuickSortHoare_last,0.09217029999854276,0.0,453967,84991,37,True,
random_data,20000,QuickSortLomuto_random,0.1515674000038416,0.0,335040,198686,29,True,
random_data,20000,QuickSortHoare_random,0.12240459999884479,0.0,401443,88081,31,True,
random_data,20000,QuickSortLomuto_median_of_three,0.11596920000010869,0.0,279237,161829,22,True,
random_data,20000,QuickSortHoare_median_of_three,0.11721440000110306,0.0,385407,92195,29,True,
random_data,20000,QuickSortLomuto_median_of_random_three,0.1473312000016449,0.0,288174,169974,23,True,
random_data,20000,QuickSortHoare_median_of_random_three,0.14741720000165515,0.0,369337,92706,25,True,
random_data,20000,QuickSortDualPivot,0.07670409999991534,0.0,205147,163200,18,True,
random_data,20000,QuickSortThreeWay,0.15811630000098376,0.0,284753,295912,22,True,
almost_sorted_data,20000,QuickSortLomuto_last,12.25251200000639,0.96875,46273377,33660739,6045,True,
almost_sorted_data,20000,QuickSortHoare_last,7.57913120000012,1.12890625,64846008,39996,7204,True,
almost_sorted_data,20000,QuickSortLomuto_random,0.11996619999990799,0.0,347914,206928,35,True,
almost_sorted_data,20000,QuickSortHoare_random,0.09047289999580244,0.0,413059,34420,34,True,
almost_sorted_data,20000,QuickSortLomuto_median_of_three,1.050225600003614,0.23828125,9820032,88743,1600,True,
almost_sorted_data,20000,QuickSortHoare_median_of_three,0.08845899999869289,0.0,330089,33345,16,True,
almost_sorted_data,20000,QuickSortLomuto_median_of_random_three,0.12844459999905666,0.0,290773,168681,24,True,
almost_sorted_data,20000,QuickSortHoare_median_of_random_three,0.12814950000029057,0.0,362127,32621,25,True,
almost_sorted_data,20000,QuickSortDualPivot,2.300697600003332,0.3125,11997910,1725712,2130,True,
almost_sorted_data,20000,QuickSortThreeWay,0.16964649999863468,0.0,280509,291889,23,True,
reverse_sorted_data,20000,QuickSortLomuto_last,44.219357000001764,3.35546875,199990000,100029998,19998,True,
reverse_sorted_data,20000,QuickSortHoare_last,22.419118199999502,3.31640625,200039997,29998,19998,True,
reverse_sorted_data,20000,QuickSortLomuto_random,0.13411990000167862,0.0,344425,211515,32,True,
reverse_sorted_data,20000,QuickSortHoare_random,0.10679130000062287,0.0,417799,44383,34,True,
reverse_sorted_data,20000,QuickSortLomuto_median_of_three,0.21360780000395607,0.0,500614,317884,32,True,
reverse_sorted_data,20000,QuickSortHoare_median_of_three,0.10960570000315784,0.0,323297,43332,15,True,
reverse_sorted_data,20000,QuickSortLomuto_median_of_random_three,0.18698469999799272,0.0,289168,158752,23,True,
reverse_sorted_data,20000,QuickSortHoare_median_of_random_three,0.14009770000120625,0.0,358101,44039,25,True,
reverse_sorted_data,20000,QuickSortDualPivot,16.96589120000135,1.734375,100000000,30000,9999,True,
reverse_sorted_data,20000,QuickSortThreeWay,0.16661580000072718,0.0,285143,296575,24,True,
triangular_data,20000,QuickSortLomuto_last,8.509254099997634,0.66015625,23829033,23588430,4108,True,
triangular_data,20000,QuickSortHoare_last,0.18520559999888064,0.0,1218977,88145,134,True,
triangular_data,20000,QuickSortLomuto_random,0.16687970000202768,0.0,334140,194744,30,True,
triangular_data,20000,QuickSortHoare_random,0.1023955000055139,0.0,417999,93492,35,True,
triangular_data,20000,QuickSortLomuto_median_of_three,8.255851300003997,0.6640625,23698551,23476518,4106,True,
triangular_data,20000,QuickSortHoare_median_of_three,0.2539690999983577,0.0,931674,91023,201,True,
triangular_data,20000,QuickSortLomuto_median_of_random_three,0.20770489999995334,0.0,285851,174812,23,True,
triangular_data,20000,QuickSortHoare_median_of_random_three,0.2083822999993572,0.0,369355,93010,26,True,
triangular_data,20000,QuickSortDualPivot,1.7087133000022732,0.1484375,3819289,3827860,1033,True,
triangular_data,20000,QuickSortThreeWay,0.1526162000009208,0.0,275222,275222,22,True,
few_unique_data,20000,QuickSortLomuto_last,13.729034700001648,0.640625,40060296,40076205,4065,True,
few_unique_data,20000,QuickSortHoare_last,0.1307239000016125,0.0,348662,146689,21,True,
few_unique_data,20000,QuickSortLomuto_random,13.560241999999562,0.65625,40048126,40068098,4062,True,
few_unique_data,20000,QuickSortHoare_random,0.11598839999351185,0.0,330086,147297,20,True,
few_unique_data,20000,QuickSortLomuto_median_of_three,13.76773229999526,0.64453125,40028162,40048130,4062,True,
few_unique_data,20000,QuickSortHoare_median_of_three,0.12288570000237087,0.0,327283,147175,19,True,
few_unique_data,20000,QuickSortLomuto_median_of_random_three,14.193797399995674,0.640625,40036254,40056152,4063,True,
few_unique_data,20000,QuickSortHoare_median_of_random_three,0.1574278000043705,0.0,325647,147841,19,True,
few_unique_data,20000,QuickSortDualPivot,3.3876853000037954,0.3359375,20035229,44009,2032,True,
few_unique_data,20000,QuickSortThreeWay,0.014541799995640758,0.0,44101,24111,2,True,
